display_name,gender,aliases
宿羽阳,女歌手,
孙伯纶,男歌手,
孙俪,女歌手,
孙露,女歌手,
孙楠,男歌手,
孙盛希,女歌手,
孙燕姿,女歌手,
孙耀威,男歌手,
孙怡,女歌手,
孙羽幽,女歌手,
孙悦,女歌手,
缩肥鸭,女歌手,
台风少年团,组合,
邰肇玫,女歌手,
邰正宵,男歌手,
太极乐队,组合,
太阳,女歌手,
太阳部落,组合,
太一,男歌手,
覃桢,男歌手,
谭嘉仪,女歌手,
谭晶,女歌手,
谭松韵,女歌手,
谭维维,女歌手,
谭咏麟,男歌手,
檀健次,男歌手,
檀烧,女歌手,
汤宝如,女歌手,
汤灿,女歌手,
汤潮,男歌手,
汤倩,女歌手,
汤晓菲,女歌手,
唐伯虎Annie,女歌手,
唐朝乐队,组合,
唐汉霄,男歌手,
唐倩,女歌手,
唐小力,男歌手,
唐嫣,女歌手,
唐艺,女歌手,
唐艺昕,女歌手,
糖妹,女歌手,
逃跑计划,组合,
桃十五,女歌手,
桃子A1J,女歌手,
陶晶莹,女歌手,
陶心瑶,女歌手,
陶钰玉,女歌手,
陶喆,男歌手,
特曼,男歌手,
腾格尔,男歌手,
藤乐队,组合,
天唱组合,组合,
天府事变,组合,
天赋,男歌手,
天气晴,组合,
天堂乐队,组合,
添儿呗,女歌手,
田馥甄,女歌手,
田田,女歌手,
田羽生,男歌手,
田园,女歌手,
田震,女歌手,
田子晴,女歌手,
婷婷姐姐,组合,
同恩,女歌手,
童安格,男歌手,
童珺,女歌手,
童可可,女歌手,
童丽,女歌手,
童欣,女歌手,
童禹坤,男歌手,
痛仰乐队,组合,
秃子2Z,男歌手,
屠洪刚,男歌手,
土豆王国小乐队,组合,
兔裹煎蛋卷,女歌手,
脱拉库,组合,
蛙池,组合,
娃娃,女歌手,
丸子,组合,
丸子呦,女歌手,
完美倒立,组合,
玩具船长,组合,
顽童MJ116,组合,
万芳,女歌手,
万玲琳,女歌手,
万能青年旅店,组合,
万妮达Vinida Weng,女歌手,
万象凡音,组合,
万晓利,男歌手,
汪晨蕊,女歌手,
汪峰,男歌手,
汪明荃,女歌手,
汪佩蓉,女歌手,
汪睿,女歌手,
汪苏泷,男歌手,
汪小敏,女歌手,
王宝与正午阳光,组合,
王北车,男歌手,
王冰洋,女歌手,
王博文,男歌手,
王朝,男歌手,
王闯,男歌手,
王大毛,女歌手,
王贰浪,女歌手,
王菲,女歌手,
王冠,男歌手,
王赫野,男歌手,
王嘉尔,男歌手,
王杰,男歌手,
王婧,女歌手,
王靖雯不胖,女歌手,
王巨星,男歌手,
王俊凯,男歌手,
王可,女歌手,
王理文,女歌手,
王力宏,男歌手,
王栎鑫,男歌手,
王麟,女歌手,
王梦麟,男歌手,
王齐铭WatchMe,男歌手,
王琪玮,男歌手,
王强,男歌手,
王蓉,女歌手,
王若琳,女歌手,
王诗安,女歌手,
王思思,女歌手,
王天戈,女歌手,
王天阳,男歌手,
王同学Able,男歌手,
王菀之,女歌手,
王唯旖,女歌手,
王喂马,组合,
王晰,男歌手,
王小帅,男歌手,
王笑文,女歌手,
王心凌,女歌手,
王新,组合,
王馨平,女歌手,
王艳薇,女歌手,
王一博,男歌手,
王以诺,男歌手,
王以太,男歌手,
王艺陶,女歌手,
王绎龙,男歌手,
王奕心,女歌手,
王雨桐,女歌手,
王源,男歌手,
王媛渊,女歌手,
王云宏,男歌手,
王昭懿,女歌手,
王者荣耀,组合,
王震,男歌手,
王铮亮,男歌手,
王筝,女歌手,
王芷蕾,女歌手,
王梓钰,女歌手,
王子健,男歌手,
王子明,男歌手,
王OK,女歌手,
忘川风华录,组合,
旺福,组合,
旺仔小乔,女歌手,
薇薇,女歌手,
韦礼安,男歌手,
韦唯,女歌手,
韦雄,男歌手,
卫兰,女歌手,
未知音素,男歌手,
魏晨,男歌手,
魏大勋,男歌手,
魏奇奇,女歌手,
魏如萱,女歌手,
魏新雨,女歌手,
温蒂漫步,组合,
温岚,女歌手,
温拿乐队,组合,
温兆伦,男歌手,
文夫,男歌手,
翁梓铭,男歌手,
我是土豆,女歌手,
乌兰图雅,女歌手,
乌兰托娅,女歌手,
巫启贤,男歌手,
无级生,组合,
无面小生,女歌手,
无限王者团,组合,
无印良品,组合,
吴碧霞,女歌手,
吴静,女歌手,
吴克群,男歌手,
吴莫愁,女歌手,
吴奇隆,男歌手,
吴青峰,男歌手,
吴琼,女歌手,
吴若希,女歌手,
吴汶芳,女歌手,
吴轶飞,女歌手,
吴映香,女歌手,
吴雨霏,女歌手,
吴子健REmi,男歌手,
吴宗宪,男歌手,
吾恩,男歌手,
吾酷,组合,
五条人,组合,
五音Jw,男歌手,
五月天,组合,Mayday
五月天阿信,男歌手,
伍佰,男歌手,
伍家辉,男歌手,
伍珂玥,女歌手,
伍思凯,男歌手,
武艺,男歌手,
雾虹,组合,
汐音社,组合,
西彬,女歌手,
西瓜JUN,男歌手,
西游乐队,组合,
希林娜依高,女歌手,
熙月月,女歌手,
嘻游记,组合,
习谱予,女歌手,
夏侯钰涵,女歌手,
夏日入侵企画,组合,
夏天Alex,男歌手,
夏婉安,女歌手,
夏小虎,男歌手,
夏雨菲,女歌手,
弦外之音,组合,
弦子,女歌手,
香香,女歌手,
祥嘞嘞,男歌手,
向思思,女歌手,
萧风,女歌手,
萧煌奇,男歌手,
萧敬腾,男歌手,
萧全,男歌手,
萧潇,女歌手,
萧亚轩,女歌手,
萧忆情Alex,男歌手,
小阿枫,男歌手,
小阿七,女歌手,
小爱的妈,女歌手,
小蓓蕾组合,组合,
小匆匆,女歌手,
小好14,男歌手,
小黑,男歌手,
小虎队,组合,
小精灵,男歌手,
小柯,男歌手,
小酷Coola,男歌手,
小蓝背心,女歌手,
小老虎,组合,
小凌,女歌手,
小咪,男歌手,
小男孩乐团,组合,
小七,男歌手,
小曲儿,男歌手,
小瑞,男歌手,
小山,男歌手,
小少焱,男歌手,
小沈阳,男歌手,
小石头和孩子们,组合,
小时姑娘,女歌手,
小唐人,组合,
小田音乐社,男歌手,
小霞,女歌手,
小星星Aurora,女歌手,
小熊饼干,组合,
小旭音乐,组合,
小雪,女歌手,
小义,男歌手,
小柚子,组合,
小鱼,女歌手,
小雨乐队,组合,
小缘,女歌手,
小洲,男歌手,
晓月老板,男歌手,
肖斯塔,男歌手,
肖战,男歌手,
谢安琪,女歌手,
谢春花,女歌手,
谢旦,男歌手,
谢帝,男歌手,
谢军,男歌手,
谢可寅,女歌手,
谢天笑,男歌手,
谢霆锋,男歌手,
心华,女歌手,
辛晓琪,女歌手,
新街口组合,组合,
新裤子,组合,
新乐尘符,组合,
新乐府,组合,
新青年理发厅,组合,
新少年俱乐部,组合,
新秀,男歌手,
信乐团,组合,
星尘,女歌手,
星火飞行器,组合,
星月组合,组合,
醒山AwakeMountains,组合,
兄弟本色,组合,
兄弟联,组合,
熊美玲,女歌手,
熊熊,组合,
徐秉龙,男歌手,
徐歌阳,女歌手,
徐海俏,女歌手,
徐怀钰,女歌手,
徐佳莹,女歌手,
徐嘉良,男歌手,
徐洁儿,女歌手,
徐良,男歌手,
徐梦洁,女歌手,
徐梦圆,男歌手,
徐明浩,男歌手,
徐千雅,女歌手,
徐若瑄,女歌手,
徐天意,男歌手,
徐薇,女歌手,
徐小凤,女歌手,
徐艺洋,女歌手,
徐真真,男歌手,
徐梓淳,男歌手,
徐子未,男歌手,
许飞,女歌手,
许冠杰,男歌手,
许光汉,男歌手,
许慧欣,女歌手,
许靖韵,女歌手,
许钧,男歌手,
许美静,女歌手,
许明明,女歌手,
许秋怡,女歌手,
许茹芸,女歌手,
许绍洋,男歌手,
许嵩,男歌手,
许廷铿,男歌手,
许巍,男歌手,
许馨文,女歌手,
许哲珮,女歌手,
许志安,男歌手,
旭日阳刚,组合,
宣子,女歌手,
喧笑,男歌手,
玄觞,女歌手,
薛凯琪,女歌手,
薛明媛,女歌手,
薛之谦,男歌手,
雪,女歌手,
雪二,女歌手,
雪茄剪,组合,
血肉果汁机,组合,
荨麻疹,男歌手,
亚森,男歌手,
烟(许佳豪),男歌手,
闫东炜,男歌手,
闫泽欢,男歌手,
严浩翔,男歌手,
严爵,男歌手,
言和,女歌手,
言瑾羽,女歌手,
炎明熹,女歌手,
阎韦伶,女歌手,
阎维文,男歌手,
颜安,男歌手,
颜人中,男歌手,
颜小健,男歌手,
宴宁,女歌手,
央金兰泽,女歌手,
杨爱瑾,女歌手,
杨秉音,男歌手,
杨丞琳,女歌手,
杨和苏KeyNG,男歌手,
杨坤,男歌手,
杨林,女歌手,
杨幂,女歌手,
杨默依Moi,女歌手,
杨乃文,女歌手,
杨胖雨,女歌手,
杨培安,男歌手,
杨沛宜,女歌手,
杨千嬅,女歌手,
杨青,男歌手,
杨秋儒,男歌手,
杨树人,男歌手,
杨烁,女歌手,
杨婷,女歌手,
杨钰莹,女歌手,
杨紫,女歌手,
杨宗纬,男歌手,
洋澜一,女歌手,
姚贝娜,女歌手,
姚六一,男歌手,
姚斯婷,女歌手,
野孩子,组合,
野外合作社,组合,
叶蓓,女歌手,
叶里,女歌手,
叶丽仪,女歌手,
叶麒圣,男歌手,
叶启田,男歌手,
叶蒨文,女歌手,
叶琼琳,女歌手,
叶斯淳,女歌手,
叶炫清,女歌手,
一棵小葱,组合,
一颗狼星,女歌手,
一口甜,女歌手,
一支榴莲,女歌手,
一只白羊,女歌手,
伊格赛听,组合,
遗忘俱乐部,组合,
彝人制造,组合,
以冬,女歌手,
椅子不够酷,女歌手,
椅子乐团The Chairs,组合,
易言,男歌手,
易烊千玺,男歌手,
因果兄弟,组合,
音格概念,组合,
音谋论,组合,
音频怪物,男歌手,
音阙诗听,组合,
寅子,男歌手,
银河系,组合,
银河系长,女歌手,
银临,女歌手,
尹露浠,女歌手,
尹昔眠,女歌手,
印子月,女歌手,
英雄联盟,组合,
影子,女歌手,
硬糖少女303,组合,
永彬Ryan.B,男歌手,
永动机,组合,
泳儿,女歌手,
优客李林,组合,
呦猫UNEKO,女歌手,
尤长靖,男歌手,
游鸿明,男歌手,
有三,男歌手,
幼稚园杀手,男歌手,
于佰万,男歌手,
于冬然,女歌手,
于果,女歌手,
于潼,女歌手,
于文文,女歌手,
于贞,女歌手,
于梓贝,女歌手,
余超颖,女歌手,
余佳运,男歌手,
余声乐队,组合,
余天,男歌手,
余文乐,男歌手,
鱼蛋,女歌手,
鱼丁糸,组合,
鱼多余,男歌手,
鱼条 Fish Stick,组合,
俞灏明,男歌手,
虞姬,女歌手,
虞书欣,女歌手,
与非门,组合,
与少年他,组合,
宇桐非,男歌手,
宇西,女歌手,
宇宙人,组合,
羽·泉,组合,
雨果,男歌手,
庾澄庆,男歌手,
玉萨,女歌手,
郁可唯,女歌手,
郁乐队,组合,
喻言,女歌手,
御鹿神谷,组合,
遇到兄弟,组合,
元气少女,女歌手,
元若蓝,女歌手,
元卫觉醒,组合,
原子邦妮,组合,
袁小葳,女歌手,
袁一琦,女歌手,
袁勇,男歌手,
月亮,女歌手,
月明,男歌手,
岳云鹏,男歌手,
云雀Cream,男歌手,
云汐,女歌手,
云之泣,女歌手,
匀子,女歌手,
再循环乐队,组合,
早安,男歌手,
泽典,女歌手,
泽国同学,男歌手,
泽宙斯姬,组合,
展展与罗罗,组合,
战斗吧歌姬,组合,
战双帕弥什,组合,
张安琪,女歌手,
张柏芝,女歌手,
张碧晨,女歌手,
张彬彬,男歌手,
张德伊玲,女歌手,
张栋梁,男歌手,
张国荣,男歌手,
张含韵,女歌手,
张翰,男歌手,
张惠春,女歌手,
张惠妹,女歌手,
张家旺,男歌手,
张杰,男歌手,
张晶晶,女歌手,
张婧,女歌手,
张敬轩,男歌手,
张靓颖,女歌手,
张磊,男歌手,
张力尹,女歌手,
张梦弘,女歌手,
张淇,男歌手,
张蔷,女歌手,
张清芳,女歌手,
张三李四,组合,
张韶涵,女歌手,
张帅,组合,
张天枢,男歌手,
张玮,男歌手,
张玮玮,组合,
张卫,男歌手,
张卫健,男歌手,
张小斐,女歌手,
张小九,男歌手,
张晓棠,女歌手,
张新成,男歌手,
张馨月,女歌手,
张信哲,男歌手,
张星特,男歌手,
张悬,女歌手,
张学友,男歌手,
张雪飞,男歌手,
张颜齐,男歌手,
张也,女歌手,
张叶蕾,女歌手,
张一乔,女歌手,
张洢豪,男歌手,
张艺兴,男歌手,
张予曦,女歌手,
张宇,男歌手,
张雨生,男歌手,
张玉华,女歌手,
张郁梓,女歌手,
张钰琪,女歌手,
张远,男歌手,
张月,女歌手,
张芸京,女歌手,
张真源,男歌手,
张震岳,男歌手,
张智霖,男歌手,
张紫豪,男歌手,
张紫宁,女歌手,
赵传,男歌手,
赵方婧,女歌手,
赵珂,男歌手,
赵雷,男歌手,
赵磊,男歌手,
赵丽颖,女歌手,
赵乃吉,女歌手,
赵英俊,男歌手,
赵紫骅,男歌手,
甄妮,女歌手,
郑国锋,男歌手,
郑钧,男歌手,
郑融,女歌手,
郑润泽,男歌手,
郑希怡,女歌手,
郑欣宜,女歌手,
郑秀文,女歌手,
郑伊健,男歌手,
郑宜农,女歌手,
郑怡,女歌手,
郑源,男歌手,
郑智化,男歌手,
郑中基,男歌手,
芝麻Mochi,女歌手,
执素兮,女歌手,
直火帮StraightFireGang,组合,
只有影子,女歌手,
指尖笑,女歌手,
至上励合,组合,
中国好声音学员,组合,
中国交响乐团合唱团,组合,
中国人民解放军军乐团,组合,
中国娃娃,组合,
中国武警男声合唱团,组合,
中央乐团合唱队,组合,
中央民族乐团,组合,
钟嘉欣,女歌手,
钟镇涛,男歌手,
重塑雕像的权利,组合,
周柏豪,男歌手,
周笔畅,女歌手,
周传雄,男歌手,
周菲戈,男歌手,
周公,男歌手,
周华健,男歌手,
周慧敏,女歌手,
周蕙,女歌手,
周杰伦,男歌手,周董|Jay Chou
周林枫,女歌手,
周鹏霄,男歌手,
周深,男歌手,
周思涵,女歌手,
周汤豪,男歌手,
周童,男歌手,
周星星,女歌手,
周兴哲,男歌手,
周迅,女歌手,
周震南,男歌手,
周子涵,女歌手,
粥粥,女歌手,
朱强,男歌手,
朱添泽,男歌手,
朱文婷,女歌手,
朱彦安,男歌手,
朱主爱,女歌手,
朱梓骁,男歌手,
庄心妍,女歌手,
追星族,组合,
卓文萱,女歌手,
卓依婷,女歌手,
灼海豚乐队,组合,
灼夭,女歌手,
仔仔,女歌手,
梓渝,男歌手,
自然卷,组合,
自由派对,组合,
子曰乐队,组合,
纵贯线,组合,
邹念慈,女歌手,
邹沛沛,女歌手,
祖海,女歌手,
祖娅纳惜,女歌手,
左宏元,男歌手,
左麟右李,组合,
左小祖咒,男歌手,
左右乐队,组合,
左左右右,组合,
A LIN,女歌手,
A公馆,组合,
AA,男歌手,
Ace组合,组合,
AGA,女歌手,
Aioz,男歌手,
AK刘彰,男歌手,
AKB48 Team SH,组合,
AKI阿杰,女歌手,
ALONE,男歌手,
And2girls安菟,组合,
AnsrJ,男歌手,
ANU,组合,
ASH,男歌手,
ASOS,组合,
Assen捷,男歌手,
AThree,男歌手,
ATK,组合,
ATM顶级玩家,组合,
Ayo97,男歌手,
AZA微唱团,组合,
BC221,组合,
BEJ48,组合,
Bell玲惠,女歌手,
BEYOND,组合,
BigYear大年,男歌手,
Billionhappy,男歌手,
BK,男歌手,
Blow Fever,男歌手,
BLUEJEANS,组合,
Bo Peep,女歌手,
Bobbynopeace,男歌手,
BOBO,组合,
Bomb比尔,男歌手,
BOY STORY,组合,
BrAnTB白景屹,男歌手,
BUDDY,组合,
BY2,组合,
BYE,女歌手,
c0de731,男歌手,
Capper,男歌手,
Carsick Cars,组合,
Cashtrippy,男歌手,
Cathy月月,女歌手,
CG,组合,
CHINESE FOOTBALL,组合,
COLLAR,组合,
COOKIES,组合,
Copy,男歌手,
CORSAK胡梦周,男歌手,
CRISPY脆乐团,组合,
CRITTY,女歌手,
CY,男歌手,
DANCE FLOW,组合,
DAVE,男歌手,
DAYDREAM,组合,
Days,组合,
Daze In White,组合,
DEAR JANE,组合,
DEAR JOHN,组合,
Deca Joins,组合,
Dirty Twinz,组合,
DJ,组合,
Dobi,男歌手,
DP龙猪,男歌手,
DRY,组合,
Dx,男歌手,
Eason and the duo band,组合,
EDEN,女歌手,
Elenore埃莉诺乐队,组合,
EMPIRE OF THE SUN,组合,
ENERGY,组合,
Enone,组合,
EO2,组合,
EOE,组合,
ERIC KWOK,男歌手,
ERIKA,女歌手,
ERROR,组合,
ETA乐队,组合,
ETERNITY,男歌手,
EVER,组合,
F.I.R.,组合,
F4,组合,
Fabel,组合,
FACE TO FACE,组合,
FEEEleven,男歌手,
Felicia蔡菲凡,女歌手,
FINE乐团,组合,
Formosa,组合,
FOX胡天渝,男歌手,
Franky弗兰奇,男歌手,
G.E.M.邓紫棋,女歌手,
G5SH,组合,
GAI周延,男歌手,
GALA,组合,
GALI,男歌手,
Gareth.T,男歌手,
GG啵！,女歌手,
Gifty,女歌手,
GIRL FRIENDS,组合,
GNZ48,组合,
h3R3,男歌手,
HANA菊梓乔,女歌手,
Handsome Lau,男歌手,
Hanser,女歌手,
HAS,组合,
HAYA乐团,组合,
HEAT J,男歌手,
HELLO NICO,组合,
Henry,组合,
Hickey 喜祺,组合,
Higher Brothers,组合,
HITA,女歌手,
HOTCHA,组合,
Hypeezy,男歌手,
Hyper Slash,组合,
I,女歌手,
I Love You Boyz,组合,
IANNE,男歌手,
Ice Paper,男歌手,
IDOL SCHOOL,组合,
ilem,男歌手,
iMoon,男歌手,
IN,男歌手,
IN K,组合,
INTO1,组合,
IO乐团,组合,
Iris,女歌手,
IRiS七叶,女歌手,
Itsogoo,组合,
IVI,组合,
IXFORM,组合,
J.SHEON,男歌手,
JADE,男歌手,
JAM,女歌手,
JandZ,组合,
JarStick,男歌手,
Jasing Rye,男歌手,
Jason Chen,男歌手,
JC陈咏桐,女歌手,
JET,男歌手,
JONY J,男歌手,
Joysaaaa,女歌手,
Joyside,组合,
JPM,组合,
JR Fog,男歌手,
JUDE曾若华,女歌手,
Juice Boy,组合,
JX3暗箱组合,组合,
K ONE,组合,
K.A咔咔,女歌手,
K.D,男歌手,
Karencici,女歌手,
KasaYAYA,女歌手,
Kayan9896,女歌手,
KBShinya,男歌手,
KC,男歌手,
KEY.L刘聪,男歌手,
KeyKey,女歌手,
Kid,男歌手,
Kigga,男歌手,
King star,组合,
Kinoko蘑菇,女歌手,
KIPES,男歌手,
KIRA,女歌手,
Kiri T,女歌手,
Kirsty刘瑾睿,女歌手,
KISS,组合,
kiya,女歌手,
Kkecho,女歌手,
KMA万华镜音乐同盟,组合,
KnowKnow,男歌手,
Koala,男歌手,
KOLOR,组合,
Koos,男歌手,
KRUSTY,组合,
Ksovii,男歌手,
KT,男歌手,
L,组合,
LASER,组合,
LBI利比,男歌手,
LEGGO,男歌手,
Life Awaits,组合,
Lil Asian,男歌手,
Lil E,男歌手,
Lil Milk,男歌手,
LOKEY低调组合,组合,
Lorien,女歌手,
LunaLiu刘不语,女歌手,
M I A,女歌手,
M4M,组合,
MAC OVA SEAS,男歌手,
MAD,女歌手,
Mai,男歌手,
Mandarin,组合,
MANTA,组合,
MARIA CORDERO,女歌手,
Matt吕彦良,男歌手,
Max One,组合,
MC光光,男歌手,
MC仁,男歌手,
MC张天赋,男歌手,
Melo,男歌手,
Mengzi,男歌手,
Mi2,组合,
MIC男团,组合,
MIRROR,组合,
Moe,女歌手,
MOMO,组合,
Mona Lavi,女歌手,
Moon Tang,女歌手,
MP4,组合,
MP魔幻力量,组合,
MR.,组合,
MR.MISS,组合,
MT1990,男歌手,
Mu'z,组合,
Mukyo木西,女歌手,
MuSik I,男歌手,
Name,组合,
NAVI,女歌手,
Nemokii,女歌手,
NEOS乐队,组合,
Newyounggo,男歌手,
NINE PERCENT,组合,
NL不分,男歌手,
Nocturnes曳取,组合,
NoLabelCrew,组合,
NOWHERE BOYS,组合,
O ZONE,组合,
O2O Goddess,组合,
OB03,男歌手,
OBSESS,组合,
ODD陈思键,男歌手,
OELoop,男歌手,
OK男女合唱团,组合,
Oliver Jiang,男歌手,
OLIVIA ONG,女歌手,
ON LINE,组合,
ONE FIFTH,组合,
ONE PROMISE,组合,
ONER,组合,
ONER灵超,男歌手,
OVDS,组合,
Ove,男歌手,
P1X3L,组合,
PANDA组合,组合,
Papi酱,女歌手,
Per Se,组合,
Pig小优,女歌手,
PIggy,男歌手,
PING PUNG,组合,
PO8,男歌手,
POISON,组合,
PonySoore,男歌手,
pro,男歌手,
Pslow,男歌手,
PSY.P,男歌手,
Psykhon,组合,
Q.luv,男歌手,
Quinn葵因,女歌手,
R1SE,组合,
Raidas,组合,
RAiNBOW计划,组合,
REBORN,组合,
Redboi,男歌手,
ReDor锐豆乐队,组合,
RedXxxxxx,男歌手,
REGI陈彦希,女歌手,
RING,组合,
RITA,女歌手,
Rita黄汐源,女歌手,
Rom邢锐,女歌手,
Rosa,女歌手,
RTA,组合,
RU,女歌手,
Rustic,组合,
Ryan,组合,
S.H.E,组合,SHE
SARA,女歌手,
Sasablue,女歌手,
Sawako碎花,女歌手,
Schoolgirl Byebye,组合,
SeanT肖恩恩,男歌手,
SFNT,组合,
Shang,男歌手,
Shark卫彬月,女歌手,
Shin,女歌手,
Shooter,男歌手,
SING女团,组合,
SipSu小口酥,男歌手,
SNH48,组合,
SOLER,组合,
Sophia,组合,
SPEXIAL,组合,
Stake,男歌手,
Step.Jad依加,男歌手,
SUPER GIRLS,组合,
SUPER JUNIOR M,组合,
Superluckyqi,女歌手,
SUPPER MOMENT,组合,
SWEETY,组合,
SWING,组合,
Tacke竹桑,女歌手,
TANK,男歌手,
Tarzan泰山乐队,组合,
TC,男歌手,
TENSION,组合,
TF boys,组合,
TF家族,组合,
TF家族练习生,组合,
The Will On Kill,组合,
THE9,组合,
TimeZ,组合,
TIZZY BAC,组合,
Tizzy T,男歌手,
ToddMalone,男歌手,
TONICK,组合,
TRASH,组合,
Twins,组合,
Ty.,男歌手,
TYSON YOSHI,男歌手,
U180,组合,
UFO乐队,男歌手,
Uk,女歌手,
UME BAND,组合,
UNCLE BAD,组合,
UNDER LOVER,组合,
UNINE,组合,
UNIQ,组合,
UP GIRLS,组合,
us,女歌手,
US乐团,组合,
V,组合,
V17声优少女,组合,
VANESSA,女歌手,
VaVa毛衍七,女歌手,
VEGA,组合,
Vera Chai,女歌手,
Vex,男歌手,
Vicky宣宣,女歌手,
VICKY杨颜菲,女歌手,
Viki,男歌手,
Violet Lens 绀,组合,
VIVI,女歌手,
VK,男歌手,
VOGUE 5,男歌手,
VOX玩声乐团,组合,
VRF,组合,
VV,女歌手,
Vyan,男歌手,
WHIZZ,组合,
WiFi歪歪,男歌手,
WYAN王毓千,男歌手,
X玖少年团,组合,
Xxxmiracle,男歌手,
Y,组合,
Yamy郭颖,女歌手,
YangYang,男歌手,
Ycccc,女歌手,
Yee,男歌手,
Yellow 黄宣,男歌手,
Yihuik苡慧,女歌手,
YKEY,男歌手,
Young 7,男歌手,
Young13Dbaby,男歌手,
Youngior,男歌手,
Younglego,男歌手,
YUMMY,组合,
Yuri,女歌手,
ZIV,女歌手,
Zkaaai,女歌手,
Zpecial,组合,
